1.865, 2.429, 3.259, 4.525, 5.996, 9.614, 14.659, 23.732, 50.614, 105.588, 
1.26, 1.268, 1.421, 1.707, 2.005, 2.877, 3.628, 6.078, 14.814, 87.518, 
1.42, 1.493, 1.862, 1.882, 2.166, 2.669, 3.079, 3.767, 5.552, 23.32, 
1.241, 1.33, 1.483, 1.758, 2.087, 2.547, 3.155, 4.248, 6.589, 24.757, 
1.557, 1.716, 2.104, 2.267, 2.895, 3.561, 4.716, 5.916, 8.667, 94.803, 
1.782, 2.281, 3.05, 3.706, 4.704, 5.863, 8.232, 12.291, 19.044, 44.764, 
1.238, 1.233, 1.364, 1.482, 1.693, 2.027, 2.57, 3.568, 6.533, 86.449, 
3.855, 6.402, 8.506, 11.484, 17.954, 27.727, 39.517, 72.127, 151.773, 1900.46, 
4.984, 18.083, 70.355, 228.289, 637.549, 1514.85, 3863.15, 7014.55, 10571.8, 18991, 

508.628, 561.665, 494.716, 726.717, 742.06, 831.529, 892.645, 889.374, 1111.41, 1095.99, 
0.024, 853.306, 414.018, 1655.99, 1242, 10349.8, 8693.83, 15317.7, 21941.5, 35189.2, 
18518.4, 14436.6, 36752.8, 24935.9, 35442.5, 55126.1, 55253.7, 38440.4, 34501.8, 53258.5, 
0.033, 0.034, 0.036, 0.026, 1754.99, 845.26, 1690.48, 5077.46, 11834, 32964, 
24655.7, 29706.7, 53403.8, 29789.4, 71259.7, 106889, 107787, 160824, 172197, 305474, 
541049, 726131, 1.25863e+06, 1.6459e+06, 2.03317e+06, 2.32362e+06, 3.00134e+06, 3.63065e+06, 3.67906e+06, 3.82429e+06, 
14712.4, 0.051, 27900.3, 13950.1, 13950.2, 27900.2, 55800.5, 153451, 195302, 613805, 
3.6241e+06, 3.94929e+06, 3.94929e+06, 3.90815e+06, 4.11384e+06, 4.11384e+06, 4.03157e+06, 4.11384e+06, 4.11384e+06, 4.11384e+06, 
975454, 1.12238e+06, 1.13372e+06, 1.13372e+06, 1.13372e+06, 1.13372e+06, 1.13372e+06, 1.13372e+06, 1.13372e+06, 1.13372e+06, 

1139.59, 1291.79, 1115.17, 1704.33, 1724.96, 1886.95, 1979.69, 2081.19, 2619.17, 2689.57, 
0.627, 1683.32, 836.533, 3350.02, 2511.43, 20914.5, 17588, 30993.5, 44407.9, 71267.6, 
44483.4, 35027.7, 89212.5, 60330, 85969.9, 133238, 134131, 93321.1, 84347, 130034, 
0.65, 0.687, 0.781, 0.896, 3853.42, 1917.39, 3854.12, 11456.6, 26556.3, 74276.4, 
59260.8, 73171.6, 135837, 74998.4, 177624, 270807, 270077, 403038, 434124, 764125, 
1.34058e+06, 1.84714e+06, 3.20419e+06, 4.18746e+06, 5.17523e+06, 5.9004e+06, 7.59695e+06, 8.54344e+06, 8.59399e+06, 8.90774e+06, 
29919.6, 0.784, 63455, 31968.5, 31976.5, 63394.9, 127465, 349978, 445640, 1.39982e+06, 
1.20674e+07, 1.24248e+07, 1.22151e+07, 1.19784e+07, 1.27187e+07, 1.23182e+07, 1.22998e+07, 1.25816e+07, 1.25041e+07, 1.24657e+07, 
3.13177e+06, 3.41632e+06, 3.38471e+06, 3.37768e+06, 3.37928e+06, 3.37608e+06, 3.37321e+06, 3.39418e+06, 3.39386e+06, 3.36155e+06, 

