3.293, 4.83, 6.524, 8.787, 12.926, 17.702, 27.194, 45.644, 92.602, 201.2, 
2.301, 2.421, 2.705, 3.222, 4.011, 5.056, 7.609, 11.468, 28.717, 159.344, 
2.806, 3.02, 3.307, 3.613, 4.331, 5.074, 6.326, 8.1, 12.392, 52.601, 
2.427, 2.673, 2.969, 3.468, 3.998, 4.909, 6.07, 8.433, 12.999, 48.5, 
3.133, 3.299, 3.962, 4.544, 5.558, 6.964, 8.063, 11.688, 17.907, 157.517, 
3.369, 4.554, 5.865, 7.557, 10.245, 13.751, 18.121, 23.305, 34.916, 102.854, 
2.335, 2.418, 2.619, 2.882, 3.366, 3.993, 5.005, 7.173, 14.036, 110.64, 
7.917, 12.65, 17.633, 24.783, 36.317, 52.447, 85.223, 155.847, 316.417, 4849.85, 
10.062, 38.792, 140.244, 429.057, 1326.27, 3285.47, 7108.14, 14076.3, 21449.6, 38096, 

63.798, 90.798, 151.721, 157.812, 308.497, 235.769, 186.946, 276.914, 464.795, 537.671, 
0.027, 0.036, 0.018, 0.038, 0.034, 1673.23, 5769.65, 3709.08, 12363.5, 26787.6, 
2770.82, 3941.89, 1313.99, 6569.81, 9197.72, 18395.4, 23651.2, 14453.5, 6569.82, 27725.8, 
0.052, 0.028, 0.033, 0.03, 0.047, 0.02, 0.029, 0.032, 1693.06, 14769, 
0.028, 0.037, 0.033, 0.03, 6359.08, 0.033, 5977.57, 29887.7, 35865.2, 197258, 
100166, 242366, 339313, 581679, 1.21183e+06, 1.64809e+06, 2.32672e+06, 1.93893e+06, 2.52061e+06, 2.81145e+06, 
0.039, 0.032, 0.021, 0.03, 0.036, 0.017, 15549.6, 29586, 44379, 177516, 
3.25957e+06, 3.5836e+06, 3.86866e+06, 3.86866e+06, 3.74649e+06, 3.95011e+06, 3.99083e+06, 4.07228e+06, 4.07228e+06, 4.07228e+06, 
776570, 1.11356e+06, 1.12481e+06, 1.12481e+06, 1.12481e+06, 1.12481e+06, 1.12481e+06, 1.12481e+06, 1.12481e+06, 1.12481e+06, 


