3.397, 4.925, 6.667, 9.027, 13.402, 18.308, 28.031, 47.551, 97.124, 212.542, 
2.344, 2.453, 2.768, 3.278, 4.051, 5.155, 7.664, 11.584, 29.217, 163.862, 
2.843, 3.032, 3.316, 3.619, 4.351, 5.063, 6.301, 8.072, 12.421, 52.688, 
2.476, 2.7, 3.006, 3.496, 4.024, 4.913, 6.079, 8.386, 12.917, 48.182, 
3.168, 3.35, 4.015, 4.612, 5.652, 7.081, 8.223, 11.885, 18.216, 159.178, 
3.392, 4.583, 5.891, 7.585, 10.301, 13.782, 18.23, 23.445, 35.176, 105.359, 
3.346, 3.436, 3.693, 4.111, 4.733, 5.573, 6.933, 9.761, 18.402, 149.443, 
8.024, 12.947, 18.157, 25.419, 37.406, 53.913, 87.905, 160.521, 327.631, 5059.7, 
10.397, 40.418, 148.278, 454.644, 1390.16, 3439.71, 7436.65, 14742.8, 22561.5, 40160, 

257.728, 282.126, 224.446, 249.132, 200.912, 228.67, 259.472, 290.829, 290.174, 250.439, 
20417.7, 18787.1, 19503.3, 16676.5, 16103.6, 16390.9, 15862.1, 15702.4, 14168.1, 6753.76, 
104989, 105704, 109313, 87002.4, 84957.1, 86215, 79569.9, 74370.7, 85241.2, 57141.6, 
197976, 184826, 185207, 173445, 160542, 153922, 129346, 104342, 97073, 61117.5, 
494113, 519136, 475781, 420062, 386803, 359652, 357294, 357520, 294229, 218158, 
1.82358e+06, 1.71639e+06, 1.66324e+06, 1.53349e+06, 1.32614e+06, 1.22645e+06, 1.12476e+06, 1.16841e+06, 1.01397e+06, 961424, 
1.46912e+06, 1.51643e+06, 1.62179e+06, 1.72245e+06, 1.89224e+06, 1.77384e+06, 2.16199e+06, 2.15437e+06, 1.96078e+06, 1.27073e+06, 
850080, 838541, 840125, 782686, 718237, 704065, 646803, 595813, 539179, 331136, 
291826, 291485, 284258, 272835, 250539, 222733, 184310, 132081, 105738, 78466.6, 


