2.002, 2.551, 3.365, 4.748, 6.265, 9.769, 15.267, 24.226, 51.824, 107.742, 
1.284, 1.283, 1.455, 1.759, 2.056, 2.916, 3.678, 6.157, 14.921, 88.77, 
1.907, 1.99, 2.407, 2.487, 2.876, 3.459, 3.959, 4.757, 6.969, 27.341, 
1.263, 1.347, 1.506, 1.774, 2.122, 2.563, 3.187, 4.269, 6.631, 24.922, 
1.819, 2.34, 3.118, 3.772, 4.764, 5.942, 8.406, 12.488, 19.256, 45.286, 
1.254, 1.228, 1.382, 1.493, 1.692, 2.039, 2.595, 3.588, 6.584, 86.692, 
3.866, 6.581, 8.606, 11.935, 18.548, 28.576, 40.632, 73.573, 153.773, 1924.16, 
5.064, 18.287, 71.571, 231.027, 641.952, 1546.6, 3954.97, 7140.23, 10730.6, 19286.5, 

10834.4, 12022.9, 12339.3, 14969.4, 15545.9, 18452, 21524.8, 25796, 36688.5, 47759.9, 
355870, 345821, 364224, 406872, 411713, 469140, 453628, 512940, 611693, 942913, 
2.59385e+06, 2.57378e+06, 2.94868e+06, 2.77426e+06, 2.94128e+06, 3.27141e+06, 3.33059e+06, 3.16677e+06, 3.20305e+06, 3.64909e+06, 
2.07218e+06, 2.32482e+06, 2.22284e+06, 2.41288e+06, 2.55268e+06, 2.79408e+06, 2.91227e+06, 3.01914e+06, 3.34049e+06, 3.56865e+06, 
3.89797e+07, 4.35172e+07, 4.85578e+07, 5.27529e+07, 5.78162e+07, 5.77762e+07, 6.52331e+07, 6.99533e+07, 7.01476e+07, 7.45433e+07, 
8.8744e+06, 8.37947e+06, 9.514e+06, 1.04696e+07, 1.09362e+07, 1.34526e+07, 1.5761e+07, 1.64733e+07, 2.05957e+07, 2.68159e+07, 
6.81142e+07, 9.09482e+07, 1.02014e+08, 1.1424e+08, 1.3746e+08, 1.55349e+08, 1.59937e+08, 1.82535e+08, 2.02916e+08, 2.79551e+08, 
1.74744e+07, 3.48517e+07, 7.23116e+07, 1.16768e+08, 1.76605e+08, 2.42421e+08, 3.20448e+08, 3.68839e+08, 3.87841e+08, 4.08653e+08, 

